避難場所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
下柚木小学校,132012,東京都,八王子市,東京都八王子市下柚木3-9,35.622571,139.380877
上柚木小学校,132012,東京都,八王子市,東京都八王子市上柚木3-15,35.615972,139.368912
長池小学校,132012,東京都,八王子市,東京都八王子市別所1-55,35.610761,139.388441
鑓水小学校,132012,東京都,八王子市,東京都八王子市鑓水2-74,35.612686,139.363626
第一中学校,132012,東京都,八王子市,東京都八王子市石川町2957-1,35.670015,139.361324
第二中学校,132012,東京都,八王子市,東京都八王子市中野上町4-28-1,35.670603,139.315200
第四中学校,132012,東京都,八王子市,東京都八王子市元本郷町2-21-1,35.666206,139.319825
第五中学校,132012,東京都,八王子市,東京都八王子市明神町4-19-1,35.661230,139.344798
第六中学校,132012,東京都,八王子市,東京都八王子市上野町97,35.653216,139.329919
第七中学校,132012,東京都,八王子市,東京都八王子市散田町2-2-1,35.650372,139.316251
ひよどり山中学校,132012,東京都,八王子市,東京都八王子市暁町3-1-1,35.675572,139.339017
甲ノ原中学校,132012,東京都,八王子市,東京都八王子市中野町2639-2,35.682710,139.321810
石川中学校,132012,東京都,八王子市,東京都八王子市久保山町2-55,35.683133,139.357451
横山中学校,132012,東京都,八王子市,東京都八王子市散田町5-22-36,35.648750,139.302580
長房中学校,132012,東京都,八王子市,東京都八王子市長房町1041-1,35.658168,139.288247
館小中学校　館中学校分校舎,132012,東京都,八王子市,東京都八王子市館町2786,35.627596,139.291161
椚田中学校,132012,東京都,八王子市,東京都八王子市椚田町172,35.634055,139.307785
元八王子中学校,132012,東京都,八王子市,東京都八王子市大楽寺町415,35.672344,139.293716
四谷中学校,132012,東京都,八王子市,東京都八王子市四谷町555,35.677471,139.296279
横川中学校,132012,東京都,八王子市,東京都八王子市横川町364,35.668461,139.305329
城山中学校,132012,東京都,八王子市,東京都八王子市川町792-2,35.669346,139.281998
恩方中学校,132012,東京都,八王子市,東京都八王子市上恩方町11,35.669847,139.242646
川口中学校,132012,東京都,八王子市,東京都八王子市川口町2555,35.693882,139.283916
楢原中学校,132012,東京都,八王子市,東京都八王子市楢原町1235,35.678657,139.313975
加住小中学校　分校舎,132012,東京都,八王子市,東京都八王子市宮下町108-7,35.703976,139.313702
由井中学校,132012,東京都,八王子市,東京都八王子市片倉町553,35.644982,139.339840
打越中学校,132012,東京都,八王子市,東京都八王子市打越町349-1,35.645365,139.357566
みなみ野中学校（みなみ野小中学校）,132012,東京都,八王子市,東京都八王子市みなみ野6-14-2,35.632244,139.322259
七国中学校,132012,東京都,八王子市,東京都八王子市七国6-41-1,35.620738,139.322101
浅川中学校,132012,東京都,八王子市,東京都八王子市初沢町1370,35.638507,139.279949
陵南中学校,132012,東京都,八王子市,東京都八王子市東浅川町553-9,35.645525,139.293247
由木中学校,132012,東京都,八王子市,東京都八王子市下柚木2-34-2,35.627023,139.385110
松が谷中学校,132012,東京都,八王子市,東京都八王子市松が谷23,35.629876,139.417471
中山中学校,132012,東京都,八王子市,東京都八王子市中山1158-1,35.624262,139.357956
南大沢中学校,132012,東京都,八王子市,東京都八王子市南大沢3-7,35.608398,139.380447
宮上中学校,132012,東京都,八王子市,東京都八王子市南大沢5-5,35.612847,139.373075
別所中学校,132012,東京都,八王子市,東京都八王子市別所2-28,35.618822,139.400167
上柚木中学校,132012,東京都,八王子市,東京都八王子市上柚木3-17,35.617599,139.370489
松木中学校,132012,東京都,八王子市,東京都八王子市別所1-34-1,35.618055,139.391846
鑓水中学校,132012,東京都,八王子市,東京都八王子市鑓水2-67,35.612505,139.359132
高尾山学園（小・中学部）,132012,東京都,八王子市,東京都八王子市館町1097-30,35.624609,139.288663
稲荷山行政資料保管等施設（旧稲荷山小学校）,132012,東京都,八王子市,東京都八王子市寺田町1455-3,35.620424,139.300209
デジタルハリウッド大学,132012,東京都,八王子市,東京都八王子市松が谷1-1,35.629835,139.421484
夕やけ小やけふれあいの里,132012,東京都,八王子市,東京都八王子市上恩方町2030,35.669599,139.216433
八王子桑志高等学校,132012,東京都,八王子市,東京都八王子市千人町4-8-1,35.658090,139.305374
八王子拓真高等学校,132012,東京都,八王子市,東京都八王子市台町3-25-1,35.654708,139.317250
南多摩中等教育学校,132012,東京都,八王子市,東京都八王子市明神町4-20-1,35.660633,139.344292
富士森高等学校,132012,東京都,八王子市,東京都八王子市長房町420,35.657207,139.302002
片倉高等学校,132012,東京都,八王子市,東京都八王子市片倉町1643,35.629714,139.340774
八王子東高等学校,132012,東京都,八王子市,東京都八王子市高倉町68-1,35.661905,139.364413
八王子北高等学校,132012,東京都,八王子市,東京都八王子市楢原町601,35.685198,139.302951
翔陽高等学校,132012,東京都,八王子市,東京都八王子市館町1097-136,35.629225,139.291318
松が谷高等学校,132012,東京都,八王子市,東京都八王子市松が谷1772,35.628265,139.410330
わくわくビレッジ,132012,東京都,八王子市,東京都八王子市川町55,35.673676,139.276651
大和田市民センター,132012,東京都,八王子市,東京都八王子市大和田町5-9-1,35.663031,139.351896
子安市民センター,132012,東京都,八王子市,東京都八王子市子安町2-6-1,35.650804,139.344586
由木中央市民センター,132012,東京都,八王子市,東京都八王子市下柚木2-10-6,35.627039,139.382673
由井市民センター,132012,東京都,八王子市,東京都八王子市片倉町702-1,35.641345,139.340184
元八王子市民センター,132012,東京都,八王子市,東京都八王子市上壱分方町747-1,35.683107,139.286274
由木東市民センター,132012,東京都,八王子市,東京都八王子市鹿島111-1,35.634250,139.421622
中野市民センター,132012,東京都,八王子市,東京都八王子市中野町2726-7,35.681717,139.318572
石川市民センター,132012,東京都,八王子市,東京都八王子市石川町438,35.680253,139.364426
恩方市民センター,132012,東京都,八王子市,東京都八王子市西寺方町260-4,35.673976,139.268746
台町市民センター,132012,東京都,八王子市,東京都八王子市台町3-20-1,35.655050,139.320145
南大沢市民センター,132012,東京都,八王子市,東京都八王子市南大沢2-27南大沢総合ｾﾝﾀー3F,35.612056,139.379267
川口市民センター,132012,東京都,八王子市,東京都八王子市川口町3838川口やまゆり館内,35.686539,139.298829
加住市民センター,132012,東京都,八王子市,東京都八王子市加住町1-338,35.699571,139.323919
横山南市民センター,132012,東京都,八王子市,東京都八王子市椚田町137-3,35.633780,139.310524
富士森体育館,132012,東京都,八王子市,東京都八王子市台町2-3-7,35.650379,139.322603
第二中学校,132021,東京都,立川市,東京都立川市曙町3-29-46,35.702812,139.426257
二中一帯,132021,東京都,立川市,東京都立川市曙町3丁目、国立市北,35.703091,139.426114
多摩川河川敷,132021,東京都,立川市,東京都立川市富士見町6・7丁目地先、柴崎町5・6丁目地先、錦町5・6丁目地先,35.689459,139.395603
国営昭和記念公園,132021,東京都,立川市,東京都立川市緑町、泉町地内及び昭島市もくせいの杜3丁目,35.703360,139.407888
第四小学校,132021,東京都,立川市,東京都立川市富士見町4-4-1,35.697574,139.400367
旧多摩川小学校,132021,東京都,立川市,東京都立川市富士見町6-46-1,35.691647,139.389893
新生小学校,132021,東京都,立川市,東京都立川市富士見町6-69-1,35.694363,139.392865
第八中学校,132021,東京都,立川市,東京都立川市富士見町7-24-1,35.692505,139.397225
第一小学校,132021,東京都,立川市,東京都立川市柴崎町2-20-3,35.694508,139.407460
第一中学校,132021,東京都,立川市,東京都立川市柴崎町1-3-4,35.695666,139.403730
第三小学校,132021,東京都,立川市,東京都立川市錦町3-4-1,35.692597,139.419621
第七小学校,132021,東京都,立川市,東京都立川市錦町5-6-43,35.690642,139.414538
第六小学校,132021,東京都,立川市,東京都立川市羽衣町2-29-22,35.695453,139.426798
第三中学校,132021,東京都,立川市,東京都立川市羽衣町3-25-6,35.689684,139.426612
第二小学校,132021,東京都,立川市,東京都立川市曙町3-23-1,35.701141,139.420587
第五小学校,132021,東京都,立川市,東京都立川市高松町1-12-25,35.707688,139.418679
南砂小学校,132021,東京都,立川市,東京都立川市栄町2-2-1,35.708263,139.430283
若葉台小学校,132021,東京都,立川市,東京都立川市若葉町4-24-1,35.724636,139.434879
第九中学校,132021,東京都,立川市,東京都立川市若葉町3-19-5,35.722211,139.437737
第八小学校,132021,東京都,立川市,東京都立川市幸町2-1-1,35.719047,139.424250
幸小学校,132021,東京都,立川市,東京都立川市幸町5-68-1,35.727685,139.421155
第四中学校,132021,東京都,立川市,東京都立川市幸町5-49-1,35.726227,139.425269
第十小学校,132021,東京都,立川市,東京都立川市柏町1-31-1,35.720333,139.410398
柏小学校,132021,東京都,立川市,東京都立川市柏町4-8-4,35.727308,139.414586
第六中学校,132021,東京都,立川市,東京都立川市泉町786-16,35.717900,139.418231
大山小学校,132021,東京都,立川市,東京都立川市上砂町1-5-33,35.719916,139.390011
第九小学校,132021,東京都,立川市,東京都立川市上砂町2-18-1,35.723552,139.393130
上砂川小学校,132021,東京都,立川市,東京都立川市上砂町5-12-2,35.732581,139.392619
第五中学校,132021,東京都,立川市,東京都立川市上砂町3-27-1,35.724071,139.386831
西砂小学校,132021,東京都,立川市,東京都立川市西砂町2-34-2,35.727289,139.363994
松中小学校,132021,東京都,立川市,東京都立川市一番町5-8-5,35.732149,139.372685
第七中学校,132021,東京都,立川市,東京都立川市西砂町6-28-3,35.733697,139.367307
滝ノ上会館,132021,東京都,立川市,東京都立川市富士見町4-16-10,35.695880,139.399008
西砂学習館,132021,東京都,立川市,東京都立川市西砂町6-12-10,35.729639,139.372138
西砂会館,132021,東京都,立川市,東京都立川市西砂町5-11-13,35.732386,139.360666
柴崎会館,132021,東京都,立川市,東京都立川市柴崎町1-16-3,35.692375,139.407366
錦学習館,132021,東京都,立川市,東京都立川市錦町3-12-25,35.691142,139.416246
さかえ会館,132021,東京都,立川市,東京都立川市栄町4-6-2,35.711015,139.424875
砂川学習館,132021,東京都,立川市,東京都立川市砂川町1-52-7,35.722866,139.403121
こんぴら橋会館,132021,東京都,立川市,東京都立川市砂川町3-26-1,35.727862,139.399474
上砂児童館・上砂第３学童保育所他,132021,東京都,立川市,東京都立川市上砂町1-13-1,35.720758,139.391555
グリーンパーク,132039,東京都,武蔵野市,東京都武蔵野市吉祥寺北町5丁目、緑町2・3丁目、八幡町2丁目,35.717704,139.566021
成蹊学園グラウンド,132039,東京都,武蔵野市,東京都武蔵野市吉祥寺北町3丁目,35.715070,139.574995
井の頭恩賜公園,132039,東京都,武蔵野市,東京都武蔵野市御殿山1丁目,35.700519,139.574069
小金井公園,132039,東京都,武蔵野市,東京都武蔵野市桜堤3丁目、小金井市関野町1・2丁目他,35.716132,139.527427
国際基督教大学周辺,132039,東京都,武蔵野市,東京都三鷹市大沢3丁目他,35.690725,139.529310
第一小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市新川6-4-32,35.681979,139.570258
第二小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市野崎3-19-1,35.685862,139.542525
第三小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市上連雀4-12-3,35.695409,139.557598
第四小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市下連雀1-25-1,35.695490,139.568700
第五小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市井の頭2-34-21,35.693068,139.581801
第六小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市下連雀6-13-1,35.688251,139.565431
第七小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市上連雀7-7-7,35.692798,139.554826
大沢台小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市大沢2-6-18,35.680279,139.536114
高山小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市牟礼4-6-12,35.689540,139.577319
南浦小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市下連雀9-9-1,35.686240,139.559917
中原小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市中原2-12-13,35.670170,139.570970
北野小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市北野3-1-5,35.679772,139.581968
